Date,TimeIn,GateIn,PCIn,ContactNo,NRIC,TimeOut,GateOut,PCOut,Stay
2020-08-02,14:30,B,5,85393946,G8940828X,15:26,G,7,56
2020-08-02,14:31,A,2,81205871,F2261876X,15:57,F,11,86
2020-08-02,14:31,B,3,86551982,G3362355X,16:13,D,7,102
2020-08-02,14:32,C,2,87630909,T0752275X,17:48,F,11,196
2020-08-02,14:37,C,3,89439757,G2012750X,15:15,G,12,38
2020-08-02,14:41,A,5,88478153,G1235965X,15:17,F,12,36
2020-08-02,14:46,A,6,97895924,S3800034X,15:10,D,12,24
2020-08-02,14:50,C,4,99763508,F1279070X,15:05,D,8,15
2020-08-02,14:54,A,1,92157285,G6515458X,18:46,F,11,232
2020-08-02,14:55,A,5,99624397,S8142901X,17:07,D,7,132
2020-08-02,14:55,A,1,85940259,S6098205X,15:34,F,9,39
2020-08-02,14:55,A,2,82524422,F0052461X,17:05,E,11,130
2020-08-02,14:55,C,5,93086113,T7413656X,15:11,D,7,16
2020-08-02,14:59,A,5,87547632,G1980701X,17:02,D,8,123
2020-08-02,14:59,C,2,85744072,G6595639X,16:43,E,11,104
2020-08-02,15:00,C,1,88816938,S6343051X,16:00,D,11,60
2020-08-02,15:04,A,3,97292953,G8071188X,17:58,E,10,174
2020-08-02,15:08,C,6,97649229,S1438225X,15:15,F,7,7
2020-08-02,15:13,A,1,94289116,T7551598X,18:16,G,12,183
2020-08-02,15:17,C,5,91540288,G8551065X,16:22,G,12,65
2020-08-02,15:17,A,4,83897478,S8281782X,17:48,F,9,151
2020-08-02,15:22,C,6,96356131,G6839169X,17:27,F,7,125
2020-08-02,15:27,B,3,84224794,F6005119X,16:16,D,11,49
2020-08-02,15:28,B,1,89462423,F2178528X,17:14,F,8,106
2020-08-02,15:29,A,4,85893539,F1359234X,18:19,G,10,170
2020-08-02,15:31,A,3,85779232,T6261817X,18:27,E,8,176
2020-08-02,15:31,C,1,89360540,T0592459X,18:16,E,8,165
2020-08-02,15:33,C,2,82916728,G3619776X,19:16,F,7,223
2020-08-02,15:38,B,2,99428174,G6937442X,16:46,G,12,68
2020-08-02,15:38,C,6,91120961,S5618793X,18:36,F,7,178
2020-08-02,15:39,C,1,91709385,S9684638X,15:45,E,12,6
2020-08-02,15:41,B,3,99399842,S0235219X,16:17,E,11,36
2020-08-02,15:41,C,6,84116042,F4179845X,19:24,D,8,223
2020-08-02,15:45,B,2,83494788,G5881198X,17:38,E,7,113
2020-08-02,15:46,A,2,99002878,G3508097X,19:37,E,10,231
2020-08-02,15:51,B,3,99231355,F0687711X,18:56,G,11,185
2020-08-02,15:56,B,5,82307405,F3457823X,19:12,D,10,196
2020-08-02,15:57,B,2,98877670,F6365452X,18:45,E,12,168
2020-08-02,15:59,A,2,82251189,T4452938X,19:15,G,7,196
2020-08-02,16:02,B,5,92669258,G9335774X,17:17,F,7,75
2020-08-02,16:05,A,2,91928886,S0221865X,19:25,E,10,200
2020-08-02,16:05,C,6,94702084,S2862649X,16:48,E,12,43
2020-08-02,16:08,B,5,99224660,G2898577X,17:04,F,10,56
2020-08-02,16:11,A,2,91230664,F2422834X,16:28,F,7,17
2020-08-02,16:15,B,6,87532272,T4108636X,17:13,F,7,58
2020-08-02,16:19,A,2,99914668,S6419350X,18:55,E,8,156
2020-08-02,16:24,B,6,89854121,T2606475X,17:24,G,9,60
2020-08-02,16:24,B,3,87334897,T5329951X,18:06,F,9,102
2020-08-02,16:24,C,5,83094971,F8163780X,17:18,D,11,54
2020-08-02,16:28,B,6,82722283,T7534787X,18:56,D,11,148
2020-08-02,16:31,C,3,96754102,T0714804X,16:41,F,11,10
2020-08-02,16:33,A,3,98832558,T0644102X,20:00,G,10,207
2020-08-02,16:36,C,1,85690255,G3750095X,18:48,E,7,132
2020-08-02,16:39,A,6,95651292,G9294690X,20:28,F,12,229
2020-08-02,16:43,A,6,93826940,S1761327X,18:42,D,8,119
2020-08-02,16:47,B,2,82965252,T4176002X,19:58,G,8,191
2020-08-02,16:50,C,5,95972217,S5975128X,17:32,D,11,42
2020-08-02,16:54,C,1,83281745,S9344212X,18:35,D,10,101
2020-08-02,16:59,A,5,97104031,F9199380X,19:01,E,12,122
2020-08-02,17:02,B,3,92824486,T5258146X,18:11,G,9,69
2020-08-02,17:07,C,5,81875842,G8061369X,18:27,F,12,80
2020-08-02,17:09,B,2,97321629,T0989315X,17:53,D,7,44
2020-08-02,17:11,C,5,95585287,S1287936X,19:02,D,8,111
2020-08-02,17:12,C,4,91746111,S9864861X,21:10,E,11,238
2020-08-02,17:16,C,5,82423673,S9202691X,20:32,E,9,196
2020-08-02,17:20,A,5,81598062,F3365111X,21:20,D,9,240
2020-08-02,17:21,A,3,89215834,G1072076X,19:50,E,12,149
2020-08-02,17:25,B,6,92059111,T9676322X,20:53,E,8,208
2020-08-02,17:29,A,2,85508547,G3542563X,19:41,E,8,132
2020-08-02,17:32,A,1,82211281,S8520506X,17:54,G,11,22
2020-08-02,17:34,B,4,81784937,T7732670X,21:16,D,7,222
2020-08-02,17:35,B,4,97188812,T4077773X,21:10,D,10,215
2020-08-02,17:35,B,6,96084704,T4769972X,21:32,F,9,237
2020-08-02,17:35,A,6,98545750,F8457732X,18:27,E,10,52
2020-08-02,17:39,B,4,86451980,G0197813X,18:25,E,9,46
2020-08-02,17:39,A,1,86578342,T1445937X,19:29,E,10,110
2020-08-02,17:39,C,2,98071703,T1278623X,18:04,D,7,25
2020-08-02,17:44,A,4,89971071,F9099288X,20:02,F,11,138
2020-08-02,17:46,A,1,96590838,G5050319X,18:11,F,10,25
2020-08-02,17:48,B,4,96984492,S0343137X,20:29,D,11,161
2020-08-02,17:49,C,1,94430376,F3538669X,18:36,G,7,47
2020-08-02,17:52,C,1,97581488,S4808208X,21:37,F,10,225
2020-08-02,17:53,C,5,84565734,F3994532X,20:37,F,11,164
2020-08-02,17:58,B,3,84119135,F7366752X,19:05,E,7,67
2020-08-02,18:02,B,6,98427356,S9354485X,18:18,G,7,16
2020-08-02,18:06,C,3,95249866,F7397227X,18:49,G,10,43
2020-08-02,18:10,A,2,94424334,F5600107X,19:05,D,10,55
2020-08-02,18:15,C,4,89516360,F5146491X,21:18,D,12,183
2020-08-02,18:20,A,4,88251624,F9836948X,19:29,G,12,69
2020-08-02,18:20,C,5,87847664,G0006312X,19:33,F,11,73
2020-08-02,18:24,C,6,95798217,F5356118X,19:26,F,7,62
2020-08-02,18:29,A,2,85471584,F5434923X,21:44,G,8,195
2020-08-02,18:34,B,3,81545171,F4268860X,20:55,D,7,141
2020-08-02,18:36,A,4,99418103,S3682075X,20:42,G,8,126
2020-08-02,18:37,A,1,94092283,S7389124X,20:11,E,11,94
2020-08-02,18:40,C,6,92333482,F0929453X,19:39,G,9,59
2020-08-02,18:45,C,1,87452322,T7759957X,19:03,D,12,18
2020-08-02,18:45,C,4,98005279,G9919267X,21:12,G,11,147
2020-08-02,18:48,B,4,86650559,F3297649X,21:35,D,11,167
2020-08-02,18:50,C,5,82867748,G4017640X,21:55,F,12,185
2020-08-02,18:50,C,6,92924425,T5619455X,21:13,F,9,143
2020-08-02,18:53,B,6,88414775,G6903588X,21:49,F,8,176
2020-08-02,18:56,A,6,87505841,S7287859X,21:01,F,10,125
2020-08-02,18:58,B,4,92630181,G8243555X,19:10,D,9,12
2020-08-02,19:03,C,2,88721844,G7243885X,21:20,G,10,137
2020-08-02,19:03,C,5,91435493,F3274059X,20:05,G,12,62
2020-08-02,19:08,C,5,82958530,F7100699X,20:09,G,11,61
2020-08-02,19:08,C,6,93031042,G7220279X,20:41,D,9,93
2020-08-02,19:11,C,6,99023302,T5572804X,19:51,F,12,40
2020-08-02,19:14,B,1,98264818,S0164393X,21:51,D,8,157
2020-08-02,19:19,A,4,87160140,F2837247X,19:37,D,9,18
2020-08-02,19:22,B,3,89806228,G8520118X,21:02,G,7,100
2020-08-02,19:23,B,5,84774838,T2087753X,19:28,F,11,5
2020-08-02,19:23,A,4,95141504,S4788483X,19:42,E,12,19
2020-08-02,19:25,B,2,96449349,F9534004X,21:03,G,8,98
2020-08-02,19:30,A,4,82590846,F4899869X,20:14,E,9,44
2020-08-02,19:32,C,2,87080089,S0983791X,20:59,D,8,87
2020-08-02,19:32,C,1,96320630,S8647803X,21:54,G,7,142
2020-08-02,19:33,A,4,94565553,F8060955X,20:46,E,10,73
2020-08-02,19:34,C,2,84938919,G3786314X,19:40,F,11,6
2020-08-02,19:36,B,5,88064133,F6985538X,21:45,F,8,129
2020-08-02,19:41,C,3,89163160,T8717135X,21:46,D,7,125
2020-08-02,19:41,B,4,97316172,G5549882X,20:58,G,12,77
2020-08-02,19:44,A,2,86827797,G5753398X,20:49,D,9,65
2020-08-02,19:49,A,1,98575787,G5585285X,20:45,G,12,56
2020-08-02,19:51,B,4,93893351,S4129957X,20:05,F,12,14
2020-08-02,19:52,A,1,84639155,T9424248X,21:42,D,8,110
2020-08-02,19:57,B,3,81585438,F5956479X,21:53,F,9,116
2020-08-02,19:58,C,1,85064090,T3696745X,21:06,F,9,68
2020-08-02,19:59,C,5,94065976,F8617420X,21:13,G,8,74
2020-08-02,20:00,C,3,97343738,G2355850X,20:13,G,10,13
2020-08-02,20:05,B,2,93445531,F4427196X,21:40,F,11,95
2020-08-02,20:06,A,2,93852873,T4636574X,20:17,G,11,11
2020-08-02,20:09,C,6,87841683,S1711385X,20:59,E,8,50
2020-08-02,20:09,C,5,98566867,G7151654X,20:28,D,12,19
2020-08-02,20:09,A,4,94840429,S1963125X,20:54,G,7,45
2020-08-02,20:12,A,4,84230769,F0530586X,20:21,D,11,9
2020-08-02,20:12,B,5,93822266,F5553431X,21:17,G,8,65
2020-08-02,20:17,A,4,83692833,S5680819X,20:54,F,12,37
2020-08-02,20:19,C,2,91804645,T9247820X,21:43,G,11,84
2020-08-02,20:20,A,5,95697982,T0730229X,21:39,D,11,79
2020-08-02,20:22,A,5,89751174,S2174416X,20:47,F,7,25
2020-08-02,20:27,A,6,83544659,T0398802X,20:36,D,9,9
2020-08-02,20:32,C,4,99628172,F7707199X,21:19,D,9,47
2020-08-02,20:34,A,5,87572154,S2116086X,20:53,E,11,19
2020-08-02,20:39,C,2,96499155,F2395120X,21:56,F,8,77
2020-08-02,20:44,B,3,86602049,F0314620X,20:56,G,11,12
2020-08-02,20:44,B,4,94538730,F9366586X,21:54,F,7,70
2020-08-02,20:46,A,2,86828875,F7046895X,21:32,G,8,46
2020-08-02,20:50,C,3,84660536,S5465799X,21:53,E,9,63
2020-08-02,20:51,C,4,85976923,S2102156X,21:01,E,10,10
2020-08-02,20:56,C,2,93132519,G8241970X,21:08,G,7,12
2020-08-02,20:59,C,6,98134670,S7670408X,21:45,G,8,46
2020-08-02,21:04,C,3,81299158,G6376699X,21:20,D,8,16
2020-08-02,21:07,C,2,99322716,F4061926X,21:45,E,7,38
2020-08-02,21:09,A,5,88826215,F1359028X,21:26,G,8,17
2020-08-02,21:10,A,1,88629900,F4376338X,21:23,D,10,13
2020-08-02,21:13,B,6,81419121,T1113523X,21:39,E,12,26
2020-08-02,21:17,C,6,94764380,T0684711X,21:37,E,8,20
2020-08-02,21:17,A,3,92507238,S1563937X,21:52,D,8,35
2020-08-02,21:18,A,4,98395791,G3226351X,21:49,D,9,31
2020-08-02,21:21,B,2,93306999,T0804267X,21:45,E,10,24
2020-08-02,21:24,B,6,82138790,T1993048X,21:32,F,12,8
2020-08-02,21:25,C,5,83691304,G2717412X,21:38,D,12,13
2020-08-02,21:27,A,6,97464469,S9851543X,21:45,D,7,18
2020-08-02,21:30,A,5,83819015,S5403213X,21:43,F,10,13
2020-08-02,21:35,B,1,97205296,S2150435X,21:46,F,8,11
2020-08-02,21:39,C,1,93950847,G8472690X,21:42,D,7,3
2020-08-02,21:44,B,6,92366700,T4907087X,21:56,G,8,12
2020-08-02,21:44,C,5,92128357,T4322127X,21:51,F,8,7
2020-08-03,10:00,C,2,98004088,T2103199X,12:29,G,11,149
2020-08-03,10:05,C,5,91164869,T3174209X,13:53,F,10,228
2020-08-03,10:06,A,6,85545051,G7945721X,11:55,D,7,109
2020-08-03,10:09,C,4,87739635,T1347640X,11:53,F,9,104
2020-08-03,10:14,C,5,93396906,G0869516X,11:23,F,11,69
2020-08-03,10:19,C,1,82453082,F3650259X,12:19,E,12,120
2020-08-03,10:22,A,4,91164536,T5303285X,10:59,F,11,37
2020-08-03,10:22,A,4,91549290,S4270672X,11:07,F,8,45
2020-08-03,10:22,B,3,83958489,T7750427X,12:06,D,12,104
2020-08-03,10:25,B,4,84879680,F0668842X,11:07,E,9,42
2020-08-03,10:27,A,6,82474240,T2801130X,13:52,E,11,205
2020-08-03,10:30,C,2,86313477,G6665284X,11:33,E,12,63
2020-08-03,10:31,A,3,86435734,T5042768X,10:48,E,7,17
2020-08-03,10:36,B,5,92542666,S0710223X,12:38,D,11,122
2020-08-03,10:41,C,2,86628191,G4454580X,13:04,F,11,143
2020-08-03,10:45,C,4,96785496,S7591380X,10:49,E,7,4
2020-08-03,10:45,A,3,84793724,S3815217X,14:21,F,8,216
2020-08-03,10:48,C,3,81922484,S3110989X,12:08,D,10,80
2020-08-03,10:48,B,4,99120905,S8525900X,11:41,G,7,53
2020-08-03,10:52,A,4,99393852,F9645463X,12:50,D,12,118
2020-08-03,10:53,C,6,89337620,F5541932X,12:12,E,7,79
2020-08-03,10:53,A,5,97942219,F7507926X,11:16,F,11,23
2020-08-03,10:53,A,5,82678250,T9955049X,12:57,G,10,124
2020-08-03,10:53,A,3,83552119,S7545384X,11:29,D,11,36
2020-08-03,10:54,C,1,97444498,G7656961X,11:36,F,7,42
2020-08-03,10:57,B,3,81735657,F3242907X,12:14,E,7,77
2020-08-03,10:59,C,5,96867238,F6165832X,14:02,F,12,183
2020-08-03,11:03,A,5,98057292,T0012734X,11:44,E,10,41
2020-08-03,11:08,A,6,91345484,G4887422X,14:14,G,12,186
2020-08-03,11:11,C,1,94388033,S3952620X,11:36,D,7,25
2020-08-03,11:13,C,3,89087909,T0191918X,13:28,E,9,135
2020-08-03,11:15,B,2,86121341,F7887169X,13:18,F,12,123
2020-08-03,11:17,B,5,91897556,T5208774X,13:46,F,10,149
2020-08-03,11:19,C,5,81983317,S6110533X,11:27,F,10,8
2020-08-03,11:23,C,6,97408011,T7673156X,14:36,F,7,193
2020-08-03,11:28,B,2,86465302,S1533693X,14:51,D,8,203
2020-08-03,11:31,A,1,91673564,F7468290X,14:31,D,11,180
2020-08-03,11:36,B,5,88737455,F7857177X,14:48,D,12,192
2020-08-03,11:36,C,5,98648674,S8423713X,14:25,F,8,169
2020-08-03,11:40,A,6,93385987,G4508981X,15:23,E,12,223
2020-08-03,11:40,A,6,86082383,G0165241X,14:53,F,8,193
2020-08-03,11:40,C,4,92844424,T1683352X,14:42,D,12,182
2020-08-03,11:43,C,2,81594848,S1404799X,12:57,G,12,74
2020-08-03,11:47,A,6,84534017,T2984155X,15:33,F,12,226
2020-08-03,11:47,A,2,81239008,S8690480X,14:32,F,12,165
2020-08-03,11:49,A,5,84385391,G7684663X,12:24,E,9,35
2020-08-03,11:53,B,5,99242546,T3686087X,15:32,G,8,219
2020-08-03,11:58,A,3,91767138,S6235240X,15:17,F,11,199
2020-08-03,11:58,A,4,96145277,F4907615X,13:16,G,9,78
2020-08-03,11:58,B,1,88705105,G0155567X,15:08,D,11,190
2020-08-03,11:59,C,3,98020107,T7729938X,13:00,E,7,61
2020-08-03,12:00,A,4,88968154,G7371361X,13:59,D,12,119
2020-08-03,12:00,C,6,93515133,F9765452X,14:48,D,12,168
2020-08-03,12:02,C,3,92545122,F0525265X,15:39,G,10,217
2020-08-03,12:06,A,2,87361553,S5078678X,14:13,G,8,127
2020-08-03,12:07,A,5,97193271,T3592304X,15:18,E,12,191
2020-08-03,12:08,B,5,98722538,T6715109X,12:34,G,9,26
2020-08-03,12:08,A,5,89421823,G9101522X,12:21,E,8,13
2020-08-03,12:09,B,3,96331181,S8507960X,14:44,F,12,155
2020-08-03,12:13,B,4,97255523,F7509835X,12:20,G,10,7
2020-08-03,12:16,B,4,98475551,F5129859X,15:23,D,7,187
2020-08-03,12:16,C,1,87064333,G4206259X,14:57,G,9,161
2020-08-03,12:20,B,1,88492820,S6941770X,14:33,E,10,133
2020-08-03,12:24,B,1,89647096,T2799804X,12:44,G,10,20
2020-08-03,12:29,B,3,93837871,S0726398X,13:49,F,12,80
2020-08-03,12:34,A,3,97990802,S6877619X,15:42,E,10,188
2020-08-03,12:34,A,6,84384000,G8499036X,15:57,D,10,203
2020-08-03,12:35,C,1,86291540,S8869385X,15:56,F,10,201
2020-08-03,12:36,C,4,82435481,F6556869X,14:52,F,12,136
2020-08-03,12:39,C,6,96352739,F0450679X,13:58,D,11,79
2020-08-03,12:39,A,2,91580910,S6122046X,15:33,F,7,174
2020-08-03,12:39,A,6,95542188,S0734353X,12:56,G,7,17
2020-08-03,12:40,A,5,89718078,F6426758X,13:51,G,11,71
2020-08-03,12:40,A,1,91901650,F3196045X,14:01,F,8,81
2020-08-03,12:44,C,5,84766585,T1723720X,16:02,F,10,198
2020-08-03,12:45,C,1,95883237,T5247877X,13:16,D,9,31
2020-08-03,12:46,B,5,81546375,F9401912X,16:04,G,10,198
2020-08-03,12:48,B,5,86822532,S7511574X,15:06,D,8,138
2020-08-03,12:52,B,4,87160627,G4645428X,16:26,F,9,214
2020-08-03,12:52,A,6,98816709,S0014278X,13:13,D,9,21
2020-08-03,12:56,A,6,88346049,G2996600X,13:15,D,8,19
2020-08-03,12:59,A,1,86376605,T5085305X,14:36,D,9,97
2020-08-03,13:03,C,5,94389403,S7173839X,14:11,D,9,68
2020-08-03,13:03,A,1,84045107,S6792957X,14:54,F,10,111
2020-08-03,13:06,A,1,94616770,F7915294X,13:50,D,7,44
2020-08-03,13:07,B,6,86992095,G6353514X,14:48,G,10,101
2020-08-03,13:08,A,5,96066395,S2797500X,13:14,E,7,6
2020-08-03,13:13,A,6,96403167,F7703218X,13:17,E,12,4
2020-08-03,13:16,C,3,94453377,S4467999X,14:52,F,10,96
2020-08-03,13:17,B,3,88537720,F1466042X,15:19,F,12,122
2020-08-03,13:20,B,5,96840975,G9990610X,15:27,E,8,127
2020-08-03,13:23,A,2,95431725,G6072646X,14:30,E,11,67
2020-08-03,13:25,B,4,87368695,S5562980X,16:34,G,7,189
2020-08-03,13:30,A,3,87068972,T4890654X,15:24,D,7,114
2020-08-03,13:30,B,3,87820810,G8056707X,17:12,D,11,222
2020-08-03,13:32,C,2,97344157,G1097133X,15:30,G,11,118
2020-08-03,13:32,B,3,88963459,S6172617X,14:12,E,9,40
2020-08-03,13:33,A,4,96274879,S5657910X,16:51,G,12,198
2020-08-03,13:38,B,1,83144255,F2264729X,13:44,G,11,6
2020-08-03,13:38,B,1,86874781,T5955775X,16:46,E,11,188
2020-08-03,13:43,B,2,84934347,S5395072X,15:00,E,9,77
2020-08-03,13:45,A,2,88676129,G1670442X,17:03,G,10,198
2020-08-03,13:46,C,4,88069395,T9132583X,17:32,D,10,226
2020-08-03,13:49,C,1,99852036,S4662836X,16:51,D,11,182
2020-08-03,13:53,C,6,99625258,G0397808X,16:33,D,11,160
2020-08-03,13:57,A,6,81901757,F1939399X,17:56,E,8,239
2020-08-03,13:57,B,4,84001134,F7377212X,15:37,D,11,100
2020-08-03,13:57,B,5,84134179,F3019204X,16:52,E,12,175
2020-08-03,13:58,C,5,82135012,G9442686X,17:26,E,12,208
2020-08-03,14:00,A,1,86968970,G6574951X,16:56,E,11,176
2020-08-03,14:02,B,3,87732231,T5413089X,15:47,D,12,105
2020-08-03,14:02,C,1,81662034,F9172176X,15:20,D,10,78
2020-08-03,14:05,B,5,96587977,F7055264X,16:12,E,8,127
2020-08-03,14:07,C,2,96002998,T5465432X,17:05,F,7,178
2020-08-03,14:07,A,3,84454899,S4610918X,16:47,G,8,160
2020-08-03,14:08,C,4,94244394,S5529318X,15:36,G,11,88
2020-08-03,14:13,A,4,83948994,G4921180X,14:24,D,11,11
2020-08-03,14:18,A,6,83262168,S2248527X,16:23,D,9,125
2020-08-03,14:23,A,6,89772507,F0502344X,15:17,D,7,54
2020-08-03,14:25,A,6,89770935,S5865431X,17:52,E,8,207
2020-08-03,14:28,B,2,98108187,S0206301X,15:05,E,12,37
2020-08-03,14:29,A,6,86297076,F6126435X,15:23,D,7,54
2020-08-03,14:33,A,5,81433724,F2879400X,17:35,G,12,182
2020-08-03,14:34,C,5,86379305,S6701770X,15:42,E,10,68
2020-08-03,14:39,B,5,87855113,G4348906X,17:41,E,9,182
2020-08-03,14:42,B,1,95011762,F9039643X,18:32,D,12,230
2020-08-03,14:45,C,2,85747342,G3200119X,16:15,F,8,90
2020-08-03,14:46,C,2,95567175,F8575975X,17:29,F,12,163
2020-08-03,14:47,A,2,86293099,T1829313X,18:31,E,7,224
2020-08-03,14:49,C,1,91681417,F5649624X,18:14,F,12,205
2020-08-03,14:49,B,3,92553523,G3410253X,17:39,E,8,170
2020-08-03,14:53,B,5,99545724,F5688171X,15:15,F,8,22
2020-08-03,14:53,C,2,96740089,T1241714X,18:50,F,8,237
2020-08-03,14:53,B,5,86725070,G2245603X,15:21,E,11,28
2020-08-03,14:55,C,2,87970032,S1296508X,17:34,F,7,159
2020-08-03,14:55,C,1,91308345,G4361685X,17:04,D,10,129
2020-08-03,14:55,A,5,98423148,T1388067X,16:15,F,9,80
2020-08-03,14:55,C,2,86982278,T5562376X,15:09,E,11,14
2020-08-03,14:55,C,3,93067339,S8895167X,17:38,F,10,163
2020-08-03,14:55,C,6,81641690,F6266670X,17:00,E,11,125
2020-08-03,15:00,C,6,84477904,G3428217X,15:52,E,8,52
2020-08-03,15:02,B,6,96852432,G9028725X,16:35,D,7,93
2020-08-03,15:06,C,4,95492450,F4559506X,18:37,D,12,211
2020-08-03,15:06,A,2,83582103,G5551295X,18:03,D,11,177
2020-08-03,15:08,B,3,98983033,G9345141X,18:33,F,11,205
2020-08-03,15:11,C,1,94012681,S2018395X,16:30,E,11,79
2020-08-03,15:11,B,6,87907307,G1102464X,19:03,F,7,232
2020-08-03,15:11,A,3,82656652,T9928519X,17:59,G,12,168
2020-08-03,15:14,C,5,81378579,S8485339X,18:03,D,11,169
2020-08-03,15:19,C,4,83986695,S5110342X,19:04,F,8,225
2020-08-03,15:24,B,2,91687246,T8889934X,16:40,D,9,76
2020-08-03,15:27,C,2,95581571,T8217606X,18:38,F,10,191
2020-08-03,15:28,B,4,89281947,S1773704X,18:49,D,7,201
2020-08-03,15:32,B,3,94203816,T8141226X,16:38,E,7,66
2020-08-03,15:33,B,6,89845651,S8226703X,16:18,F,9,45
2020-08-03,15:37,C,4,92272068,G3127678X,17:36,F,9,119
2020-08-03,15:38,B,3,83247893,G9469715X,16:13,E,9,35
2020-08-03,15:40,A,6,88209749,S4411947X,17:04,E,7,84
2020-08-03,15:45,B,3,99342089,F7595114X,19:29,G,12,224
2020-08-03,15:47,B,2,87768007,S8969812X,18:14,E,10,147
2020-08-03,15:49,C,5,91120672,F5485392X,17:04,E,8,75
2020-08-03,15:53,B,1,97754215,T5501092X,18:06,E,8,133
2020-08-03,15:57,B,1,95784323,T8362661X,16:18,G,7,21
2020-08-03,16:00,C,1,84302410,F5829193X,18:04,D,12,124
2020-08-03,16:03,A,6,84689534,T5164157X,18:19,D,12,136
2020-08-03,16:04,B,5,82996980,G5297855X,19:35,F,11,211
2020-08-03,16:08,B,6,99972493,T7193675X,19:24,E,11,196
2020-08-03,16:13,C,5,91232516,S3380136X,17:06,E,7,53
2020-08-03,16:14,B,3,93765065,T6465115X,20:12,E,10,238
2020-08-03,16:17,A,6,87002402,S2199797X,18:11,E,12,114
2020-08-03,16:22,C,1,92488451,S4898221X,20:18,F,12,236
2020-08-03,16:27,C,1,99829830,T3867212X,17:47,F,10,80
2020-08-03,16:27,C,1,95374928,S6609410X,16:33,F,9,6
2020-08-03,16:29,A,4,83227659,T7815347X,20:27,F,7,238
2020-08-03,16:32,C,1,95396847,G7254226X,17:54,D,11,82
2020-08-03,16:34,B,1,98551755,S9466975X,17:27,G,10,53
2020-08-03,16:39,B,2,88023383,F3799894X,18:28,F,12,109
2020-08-03,16:42,A,4,83034390,F3519926X,18:20,F,9,98
2020-08-03,16:43,B,5,85240090,T4857008X,19:06,F,9,143
2020-08-03,16:46,C,3,93519576,F6574140X,17:37,D,10,51
2020-08-03,16:49,A,4,92085481,S8447498X,20:01,D,10,192
2020-08-03,16:50,C,1,99525307,F6905258X,19:59,E,8,189
2020-08-03,16:54,A,1,95110151,T4453597X,19:36,F,12,162
2020-08-03,16:58,C,2,89424959,T7013692X,18:33,G,11,95
2020-08-03,17:01,B,4,85477010,F2931166X,19:21,E,11,140
2020-08-03,17:05,B,1,83438734,F2032070X,21:01,D,7,236
2020-08-03,17:09,C,3,93557498,S8110455X,18:59,E,9,110
2020-08-03,17:09,A,5,92380510,T9283585X,20:44,F,12,215
2020-08-03,17:10,A,5,98899171,G4589166X,19:29,G,8,139
2020-08-03,17:11,B,3,82019508,S2807749X,18:35,D,7,84
2020-08-03,17:12,A,3,99834685,S0815033X,20:42,E,12,210
2020-08-03,17:17,A,5,96265751,F3363995X,19:07,D,12,110
2020-08-03,17:18,C,3,95032791,G7447489X,18:23,G,9,65
2020-08-03,17:21,C,4,97595668,T4607724X,17:53,E,9,32
2020-08-03,17:26,B,6,86798642,F1727265X,20:49,D,10,203
2020-08-03,17:31,A,1,92283663,G8311400X,19:28,F,10,117
2020-08-03,17:32,B,4,85960534,S7299106X,20:23,D,10,171
2020-08-03,17:36,A,5,99031529,S7096995X,19:12,F,9,96
2020-08-03,17:36,B,6,84092340,S2050122X,21:33,D,8,237
2020-08-03,17:40,C,4,87009129,T5410273X,20:21,E,9,161
2020-08-03,17:42,B,6,89541478,T6094250X,20:12,F,9,150
2020-08-03,17:43,C,2,82930842,G0120867X,20:44,G,7,181
2020-08-03,17:45,C,4,87419735,G5248062X,19:27,F,11,102
2020-08-03,17:48,B,4,85582390,G2290976X,21:11,E,8,203
2020-08-03,17:51,C,3,96765213,G7563223X,19:54,F,7,123
2020-08-03,17:56,A,2,91997888,T1793707X,19:32,G,8,96
2020-08-03,18:00,C,2,83152907,S6255571X,19:45,F,11,105
2020-08-03,18:03,A,3,85594976,S3142177X,18:56,D,9,53
2020-08-03,18:08,C,3,85843351,T3764203X,18:59,E,7,51
2020-08-03,18:10,B,6,88616959,G1662519X,18:46,E,9,36
2020-08-03,18:12,A,2,96738181,F7527071X,22:09,G,10,237
2020-08-03,18:17,C,1,81692321,T8247787X,21:37,F,8,200
2020-08-03,18:17,C,6,84500656,F5291613X,20:41,G,9,144
2020-08-03,18:18,A,5,83448080,T0873739X,21:57,F,11,219
2020-08-03,18:18,B,2,97608054,S0462107X,19:25,E,12,67
2020-08-03,18:20,B,1,85350026,F0834575X,19:03,G,8,43
2020-08-03,18:23,A,1,85493822,F3616906X,21:54,G,8,211
2020-08-03,18:28,C,3,86677757,T2791008X,19:17,G,7,49
2020-08-03,18:29,B,5,86056867,S7915239X,19:09,D,11,40
2020-08-03,18:33,B,4,89894194,S0527695X,21:39,D,9,186
2020-08-03,18:37,B,5,97775861,T4702344X,20:31,D,10,114
2020-08-03,18:40,A,5,87158409,T5609194X,21:48,D,7,188
2020-08-03,18:45,A,2,89735589,F4597263X,22:18,E,11,213
2020-08-03,18:48,A,6,82682159,G9652906X,22:25,D,7,217
2020-08-03,18:51,C,3,98314990,G1420596X,22:11,D,11,200
2020-08-03,18:52,A,3,85407631,T0648236X,22:18,G,7,206
2020-08-03,18:56,B,1,84828289,S4288413X,20:15,D,10,79
2020-08-03,18:56,B,5,85481079,S7633476X,19:48,G,11,52
